event_id,user_id,event_time,event_type,page,utm_source,utm_medium,utm_campaign,cost
93829b43-922f-415a-a1e3-db63ef7ddc76,user_0021,2024-11-07T02:17:00,page_view,/checkout,,,Brand-Awareness,0.0
7914c120-c8dc-419f-be35-11287900f7f9,user_0021,2024-10-09T10:01:00,page_view,/checkout,linkedin,cpc,Hire-Intl,1.06
1825bc54-30be-445f-a835-14f2ceb81f9d,user_0021,2024-10-01T10:17:00,click,/signup,,,Brand-Awareness,0.0
5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,user_0021,2024-11-14T06:05:00,page_view,/pricing,google,cpc,Brand-Awareness,1.43
dd2467ac-778e-4db3-a93d-ffbc6c6fa611,user_0021,2024-10-30T15:28:00,page_view,/pricing,,,Retention,0.0
a748dbcf-ac61-4e63-8dde-29a6baa4b71a,user_0021,2024-10-04T21:37:00,page_view,/signup,linkedin,cpc,Retention,2.99
0f844fef-1931-49ee-a56c-0941fbf24050,user_0022,2024-10-06T14:17:00,page_view,/pricing,google,cpc,Retention,0.36
ccf3a171-56dc-4907-ba6c-34ab6712303a,user_0022,2024-09-26T22:11:00,click,/signup,google,cpc,Brand-Awareness,1.77
310c0c00-3fa7-4104-9bf9-0e27dc96925e,user_0022,2024-10-10T16:38:00,page_view,/pricing,google,cpc,Retention,0.68
23e2fcb4-72d8-467d-894a-05e430b187ef,user_0022,2024-09-03T09:00:00,page_view,/,,,Hire-Intl,0.0
766ecb15-474e-4c19-aef9-12766c006f61,user_0022,2024-10-06T04:40:00,page_view,/,,,Brand-Awareness,0.0
134c6c92-ec5b-427c-9fde-4fbf3ff350bf,user_0022,2024-09-22T14:21:00,page_view,/checkout,google,cpc,Hire-Intl,2.47
db20a56e-dc81-4fe7-8eda-8bbb71710434,user_0023,2024-09-05T18:40:00,page_view,/signup,email,email,Hire-Intl,0.0
a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,user_0023,2024-09-08T17:48:00,page_view,/pricing,linkedin,cpc,Brand-Awareness,1.14
03c72ba8-d605-4770-8a63-f881ffd0f9d5,user_0023,2024-10-29T14:19:00,conversion,/signup,,,Brand-Awareness,0.0
c0e9ab30-ed26-42e9-97e0-11b7f8102383,user_0023,2024-10-10T23:06:00,page_view,/pricing,,,Retention,0.0
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,user_0023,2024-09-11T07:11:00,page_view,/checkout,email,email,Retention,0.0
dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,user_0023,2024-10-01T09:02:00,click,/checkout,google,cpc,Hire-Intl,2.06
2a25a888-0f02-4ad0-a706-7ef466aa9385,user_0023,2024-10-30T08:50:00,page_view,/pricing,,,Retention,0.0
63f2ae24-fc3d-4348-808d-4127610461e3,user_0024,2024-09-20T08:52:00,page_view,/signup,google,cpc,Brand-Awareness,2.25
c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,user_0024,2024-10-17T09:28:00,page_view,/checkout,google,cpc,Retention,1.5
b253d218-6c4a-47ea-8906-17f2747b6dba,user_0024,2024-10-12T14:05:00,click,/signup,email,email,Brand-Awareness,0.0
c88a618e-fed4-457d-bb02-6576f512c4c3,user_0024,2024-09-16T07:43:00,page_view,/,,,Brand-Awareness,0.0
7c967f79-b7e9-4aca-a970-65e18e46d534,user_0025,2024-11-05T05:30:00,page_view,/signup,email,email,Hire-Intl,0.0
37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,user_0026,2024-11-01T15:05:00,page_view,/signup,linkedin,cpc,Brand-Awareness,0.31
bc594585-9445-48c0-8ef8-c2d6f7fd5646,user_0026,2024-09-20T10:26:00,page_view,/checkout,email,email,Brand-Awareness,0.0
504867ba-bf7b-439b-8f9a-ea4b8acd4e10,user_0026,2024-09-15T10:16:00,conversion,/checkout,google,cpc,Brand-Awareness,2.47
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,user_0026,2024-09-10T21:55:00,page_view,/pricing,email,email,Brand-Awareness,0.0
87f7e1fb-da4b-49ca-ab5c-f46780bacd64,user_0026,2024-10-28T15:40:00,page_view,/signup,linkedin,cpc,Brand-Awareness,0.39
82010c62-f5f5-4b22-8e8f-a8e0284d82e5,user_0026,2024-09-28T14:56:00,page_view,/pricing,email,email,Brand-Awareness,0.0
118a9d29-2f92-4996-99f1-95d014822f53,user_0026,2024-10-15T00:35:00,page_view,/,linkedin,cpc,Retention,2.84
dca02eec-acda-4acc-9165-e21098543881,user_0027,2024-10-30T22:18:00,page_view,/checkout,email,email,Retention,0.0
f10c718b-1eb0-438a-a75d-d5af3c365296,user_0027,2024-10-06T04:24:00,page_view,/pricing,google,cpc,Hire-Intl,0.83
94340a03-3f07-4814-91d6-3f78e3e9de99,user_0027,2024-10-21T13:21:00,page_view,/,,,Retention,0.0
14fcdd54-9e8f-4965-8a2c-827e98326856,user_0028,2024-10-04T14:34:00,page_view,/checkout,linkedin,cpc,Retention,2.8
90b2b633-956b-4c0c-a849-9b926b5252e3,user_0028,2024-11-19T06:44:00,page_view,/checkout,google,cpc,Hire-Intl,0.95
42c18a62-ef48-48d5-90fd-9d3f85d51695,user_0028,2024-10-25T22:58:00,page_view,/pricing,,,Retention,0.0
506e5a9a-b758-488d-ab73-295b344a54b8,user_0028,2024-10-03T16:37:00,page_view,/checkout,google,cpc,Hire-Intl,1.58
21813d25-6552-48a6-83ff-50113d1a85dd,user_0028,2024-10-24T00:46:00,click,/pricing,google,cpc,Hire-Intl,1.41
750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,user_0028,2024-10-11T10:39:00,page_view,/signup,email,email,Brand-Awareness,0.0
ef8c485b-c07a-40f2-add4-253b50f0fd0a,user_0028,2024-10-19T10:40:00,click,/,,,Brand-Awareness,0.0
9f044aed-7552-4327-8262-7f7312922f83,user_0028,2024-11-04T21:58:00,page_view,/,google,cpc,Retention,2.94
19985f15-ff00-4d4d-9020-59e4ff9ab5c2,user_0029,2024-09-08T22:19:00,page_view,/,,,Retention,0.0
8181a8cc-3691-47eb-89a2-688b12c136e0,user_0029,2024-09-25T04:15:00,page_view,/pricing,email,email,Hire-Intl,0.0
5958a499-eeea-463e-a1e8-ac6843e42caf,user_0030,2024-10-22T07:31:00,page_view,/checkout,,,Brand-Awareness,0.0
3e896c64-e117-4ac3-919c-4ea3e1805081,user_0030,2024-09-25T21:00:00,page_view,/signup,,,Brand-Awareness,0.0
702cdd20-2862-48b8-88f4-ef125e9953d2,user_0030,2024-09-13T14:22:00,page_view,/checkout,,,Brand-Awareness,0.0
4d71c366-b41b-4143-8b10-550cd5704f32,user_0030,2024-11-02T09:12:00,click,/,,,Hire-Intl,0.0
ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,user_0030,2024-10-01T18:18:00,page_view,/checkout,,,Retention,0.0
aaf91531-0200-41f0-8768-a84fa76afde6,user_0030,2024-11-03T21:49:00,page_view,/checkout,,,Retention,0.0
ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,user_0030,2024-09-23T19:51:00,page_view,/signup,linkedin,cpc,Brand-Awareness,2.27
e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,user_0031,2024-09-16T20:41:00,click,/,google,cpc,Brand-Awareness,1.09
e3c43657-1d8c-4bac-83b4-09ef2260e70f,user_0031,2024-09-18T02:58:00,click,/pricing,google,cpc,Hire-Intl,0.4
27cb6f2a-8da0-4097-be0f-051b1b66b5a9,user_0031,2024-10-14T11:33:00,page_view,/pricing,email,email,Retention,0.0
35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,user_0032,2024-10-09T23:55:00,page_view,/,google,cpc,Hire-Intl,2.26
afffcfd2-341e-440b-97c7-00aab7b56ea7,user_0032,2024-10-05T21:46:00,page_view,/signup,email,email,Hire-Intl,0.0
81627cf1-4394-42e6-9a58-7e8aa25d6b29,user_0032,2024-09-21T08:34:00,page_view,/signup,google,cpc,Brand-Awareness,1.14
e87d1c78-e7c4-41c7-8049-7b717d106c60,user_0032,2024-10-31T11:06:00,page_view,/signup,email,email,Brand-Awareness,0.0
a2607723-17a0-4f49-8d01-280fd89a40c0,user_0032,2024-09-25T20:52:00,click,/checkout,linkedin,cpc,Hire-Intl,0.42
0b49452d-46d4-43f3-9450-281c6c6f7633,user_0032,2024-11-20T01:19:00,page_view,/pricing,,,Brand-Awareness,0.0
217d65a0-c568-41cd-9563-f61600e85ece,user_0032,2024-10-20T11:42:00,page_view,/checkout,,,Brand-Awareness,0.0
295d6fbf-430f-401d-bad4-09e2a319dcb4,user_0032,2024-09-30T13:41:00,page_view,/checkout,google,cpc,Retention,0.1
b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,user_0033,2024-09-11T14:15:00,page_view,/signup,,,Brand-Awareness,0.0
1ca3c448-0279-46a6-8f97-97b06d7ce3c9,user_0033,2024-09-24T11:03:00,page_view,/,linkedin,cpc,Retention,0.28
b0e6a969-e213-42b0-b1ee-dba313432e61,user_0033,2024-08-27T20:40:00,page_view,/signup,email,email,Hire-Intl,0.0
093923de-8bab-4e3b-a628-6bfbe767dcea,user_0033,2024-10-03T18:13:00,click,/pricing,google,cpc,Brand-Awareness,0.65
8d7248e2-951f-48d0-9e84-f058d5a804eb,user_0033,2024-10-08T07:21:00,click,/,,,Retention,0.0
0ab54bde-20a0-4502-ae06-809725e97977,user_0033,2024-08-23T04:34:00,page_view,/,google,cpc,Hire-Intl,0.04
eededb07-e623-4689-9d59-cd2a4eea04e7,user_0034,2024-09-27T00:11:00,page_view,/checkout,google,cpc,Brand-Awareness,0.34
0a368ce7-dc57-4131-b8e1-daa7cbceabde,user_0034,2024-09-11T15:28:00,page_view,/,,,Retention,0.0
ae9bec36-35c7-436c-9b99-62c6e61fecc0,user_0034,2024-11-06T19:02:00,click,/signup,,,Retention,0.0
5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,user_0034,2024-09-08T01:30:00,page_view,/,,,Retention,0.0
dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,user_0035,2024-10-01T02:20:00,page_view,/signup,email,email,Brand-Awareness,0.0
bfddc3d9-9ee3-4c2a-b94d-62046808593f,user_0035,2024-09-09T22:20:00,page_view,/signup,linkedin,cpc,Retention,1.52
3c9ad14c-ee0c-4eb5-acfe-db992790cebd,user_0035,2024-09-01T03:50:00,click,/pricing,,,Retention,0.0
ccc56569-f9e8-4369-a999-b735dd56cc94,user_0035,2024-08-19T13:21:00,page_view,/,,,Retention,0.0
698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,user_0035,2024-09-16T08:23:00,page_view,/checkout,,,Hire-Intl,0.0
ecab3301-bc8f-4d29-adea-94930658663a,user_0035,2024-08-10T02:27:00,click,/pricing,google,cpc,Brand-Awareness,0.18
696608aa-ee49-4329-884a-7b28550a1b46,user_0035,2024-09-09T17:21:00,page_view,/checkout,email,email,Brand-Awareness,0.0
bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,user_0035,2024-08-23T19:19:00,page_view,/pricing,linkedin,cpc,Hire-Intl,1.97
28c13091-444d-410b-bf87-e362cf8d446a,user_0036,2024-09-30T11:54:00,page_view,/signup,email,email,Brand-Awareness,0.0
61ee411a-1bac-47a7-b386-f7a4c991603f,user_0036,2024-10-21T17:49:00,page_view,/,,,Brand-Awareness,0.0
787f2425-dbcc-4477-89e9-db0adf465290,user_0036,2024-11-16T22:17:00,page_view,/signup,google,cpc,Retention,1.05
eb1fa9f2-d10b-41d0-b317-347038f16a81,user_0036,2024-10-05T04:36:00,page_view,/,email,email,Hire-Intl,0.0
d20eac17-4e20-4d1a-9983-36e375d66ed4,user_0037,2024-09-20T14:21:00,page_view,/signup,google,cpc,Brand-Awareness,1.79
39118497-3a43-42ba-9f0f-06cbcb9bc326,user_0037,2024-10-20T01:09:00,page_view,/,google,cpc,Retention,1.33
6601ddd0-3170-4437-a8f7-ef5a060edf5b,user_0037,2024-09-21T15:38:00,page_view,/,linkedin,cpc,Retention,1.29
11c58ef0-dd46-4c09-8752-87aa5408f9ac,user_0037,2024-09-12T21:43:00,page_view,/signup,email,email,Hire-Intl,0.0
59e4b671-4774-4c58-85f8-bc16f7860b50,user_0038,2024-08-14T09:13:00,click,/signup,,,Retention,0.0
adf4e62d-6651-429e-8268-690ba43825b5,user_0039,2024-10-14T05:08:00,click,/signup,linkedin,cpc,Hire-Intl,1.19
54c63cd8-8945-4f27-97fa-2d8dfb2ca025,user_0039,2024-11-03T01:27:00,click,/signup,google,cpc,Brand-Awareness,1.29
e08596db-1d87-4966-8710-d430f071d879,user_0039,2024-10-12T22:40:00,page_view,/,linkedin,cpc,Retention,0.52
94a1875d-2db6-4edb-82de-ffccf86c2ca2,user_0039,2024-11-16T19:29:00,click,/,,,Retention,0.0
09cb3942-43f5-4a85-bbc9-f87af668a617,user_0039,2024-10-02T13:37:00,page_view,/signup,linkedin,cpc,Brand-Awareness,1.02
587ef344-6f3f-420c-98b8-e4cc1bc044fc,user_0039,2024-10-08T05:04:00,page_view,/pricing,email,email,Retention,0.0
6fb78271-504d-481f-8953-5b63ba81edd9,user_0039,2024-11-08T20:52:00,page_view,/signup,google,cpc,Hire-Intl,0.52
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,user_0039,2024-09-26T20:04:00,click,/checkout,google,cpc,Retention,2.26
30a900ad-939b-462d-a645-f129629c2ae3,user_0040,2024-11-11T18:41:00,page_view,/signup,email,email,Hire-Intl,0.0
6fa17735-b572-43d0-8b5c-ea6a41357e8c,user_0040,2024-10-13T14:40:00,page_view,/,google,cpc,Retention,1.52
ce777f00-ecf2-4e76-8519-7ff4006ed6e3,user_0040,2024-10-02T14:28:00,page_view,/signup,google,cpc,Hire-Intl,1.93
f0b5156b-b82c-4074-afd5-dea589d7fd6c,user_0040,2024-11-06T02:39:00,page_view,/,email,email,Retention,0.0
3270e4fa-abae-4f43-bcae-8081bdf070aa,user_0040,2024-10-19T20:12:00,page_view,/pricing,google,cpc,Hire-Intl,1.35
f2e9702d-11e9-4daa-ae69-81a35d3d9e56,user_0040,2024-11-03T10:45:00,page_view,/,google,cpc,Hire-Intl,2.12
9f871ce7-5487-4d4f-abb7-a385aa0b7b14,user_0040,2024-10-11T16:33:00,page_view,/signup,email,email,Retention,0.0
1fe771d6-d917-4793-a9d3-c2e6505cc686,user_0040,2024-10-04T21:38:00,page_view,/signup,google,cpc,Hire-Intl,0.99
81d2c7de-4ce1-4b90-a669-7833b841d0a0,user_0041,2024-09-04T23:54:00,click,/pricing,email,email,Retention,0.0
5380b904-688c-4015-aab9-7e494f2d4796,user_0041,2024-09-30T04:58:00,conversion,/checkout,google,cpc,Hire-Intl,1.79
8dedf9fb-4bb0-4f20-b27c-40266703b636,user_0041,2024-10-18T02:19:00,page_view,/signup,email,email,Hire-Intl,0.0
aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,user_0041,2024-10-11T23:43:00,page_view,/checkout,,,Brand-Awareness,0.0
bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,user_0041,2024-09-11T09:11:00,page_view,/checkout,,,Hire-Intl,0.0
91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,user_0041,2024-08-27T04:04:00,click,/,google,cpc,Brand-Awareness,1.01
d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,user_0041,2024-10-07T19:08:00,page_view,/pricing,email,email,Brand-Awareness,0.0
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,user_0042,2024-10-14T01:26:00,click,/checkout,linkedin,cpc,Brand-Awareness,0.85
9b4e2c24-9479-41e6-8927-7d9b6e0d2648,user_0042,2024-11-02T14:14:00,page_view,/checkout,email,email,Hire-Intl,0.0
7118e364-7709-4749-927e-ecfaa79ac9aa,user_0042,2024-11-15T18:28:00,page_view,/checkout,linkedin,cpc,Brand-Awareness,1.58
82dc4c8e-36b5-429a-acf5-e81e71316269,user_0043,2024-10-04T19:08:00,page_view,/checkout,,,Retention,0.0
f5b78cc7-e6b3-4944-8b32-3e357922bac2,user_0043,2024-09-28T22:54:00,page_view,/,email,email,Hire-Intl,0.0
